,stopword,rating,sentiment
990,kecewa vaksin sertifikat ntah gimana lapor email udah bantu proses,1.0,negative
991,lemah aplikasi android versi mohon daftar centang tanda accept isi option tuju scrooll hp registrasi kendala scrooll,5.0,negative
992,aplikasi gak pake eror aplikasi nya mohon aplikasi nya biar gk eror,1.0,negative
993,kemaren pas download bisacek lokasi vaksinasi gak ya trus gak cek laku vaksinasi ubah aplikasi mudah bikin bingung,1.0,negative
994,kemeterian sehat hormat tolong mudah aplikasi beli hp beli laptop aplikasi buka fitur bahasa warga negara buka terimakasih,5.0,negative
995,kenap ko hasil tes ga udah vaksin kalitapi hasil yg k ga ad,1.0,negative
996,alat baca barcode tampil tolong bantu,4.0,negative
997,aplikanya gak tolong bantu,1.0,negative
998,aplikasi gak buka centang syarat privasi gak mohon,1.0,negative
999,aplikasi kalo buka henti,1.0,negative
1000,aplikasi susah akses hp nokia os android,3.0,negative
1001,aplikasi nya gabisa x install uninstall mohon selesai kirim email email jiga gabisa solusi,1.0,negative
1002,aplikasi peduli lindung buka mohon jasa terimakasih,1.0,negative
1003,aplikasi jalan hp redmi note update masuk,1.0,negative
1004,aplikasi buka,2.0,negative
1005,aplikasi gak buka ya cuman halaman syarat bijak aja gak,1.0,negative
1006,aplikasi gak geser mentok negara indonesia habis gak,1.0,negative
1007,app buka ga sayang app henti ga bener nih app,1.0,negative
1008,handpone gak jalan pdhl lg registrasi tolong lg keluh goggel servis,1.0,negative
1009,hp ku apl ny gk kerja ya daftar tulis lajutkan ny gk liat gk makek,1.0,negative
1010,hp oppo a daftar cuman ngestcak tuju syarat,3.0,negative
1011,hp opsi tuju daftar peduli lindung tuju syarat bijak privasi opsi tuju layar hp harap peduli lindung layar handphone,2.0,negative
1012,hp log in ya hp samsung j buka menu scan bercodetolong,3.0,negative
1013,install ngga buka udah centang tuju gana nih banget bus way,2.0,negative
1014,eror nya hp coba ttp ga login gaada pilih henti halaman mohon benah,1.0,negative
1015,ga tombol tuju persyaratantolong ya kendala udah download ga akses input data  nya,1.0,negative
1016,ga inatall,5.0,negative
1017,ga buka bos q suruh ngapain download aplikasi,2.0,negative
1018,ga login,1.0,negative
1019,ga login ya,3.0,negative
1020,ga masuk masuk ya udah berapakali uinstal downlod tetep aja ga tulis,1.0,negative
1021,ga masuk pilih negara ga tuju ya menceklis sarat,1.0,negative
1022,gak buka,1.0,negative
1023,gak buka daftar akun web jg ga,1.0,negative
1024,gak buka,5.0,negative
1025,gak dibukak ya krna hpku layar poni knapa sulit dulunya dibukak kg gak coba klik berulangkali beli hp dipermudahajalah sya ni rakyat,1.0,negative
1026,gak login simpan jaring g emng apkny yg udh yg ngeluh nih apk,1.0,negative
1027,gak login aplikasi nya,1.0,negative
1028,gak login si coba kak kali tetep gak,1.0,negative
1029,gax masukkode gax kirim lagihkok layan buruk,2.0,negative
1030,kadang aplikasi stuck izin,4.0,negative
1031,ehac nggak bahasa indonesia tolong,3.0,negative
1032,buka aplikasi peduli lindung ndk layan henti mohon cerah,1.0,negative
1033,kamera blank scan,3.0,negative
1034,kartu sertifikat vaksin blm vaksin kali,1.0,negative
1035,kaya gin ya kak aplikasi henti butuh cepat kak,1.0,negative
1036,bijak privasi aja ceklist gak msuk gak tombol ok submitnya,1.0,negative
1037,ganti hp pas login gak bsa nomor hp email yg isi nomor tulis not found isi email tulis silah periksa email login gak bsa klo kritik cuman bilang maaf,1.0,negative
1038,klo mo check in gagal,1.0,negative
1039,kode otp engga masuk sms no cantum udah ulang kali kirim ulang lode otp tetep ga muncul,2.0,negative
1040,kode verifikasi otp nya masuk masuk,5.0,negative
1041,kode verifikasi muncul,4.0,negative
1042,kode verifikasi kirim daftar,1.0,negative
1043,koq ngga buka lokasigps on,1.0,negative
1044,layar nya warna hitam scan laku scan barcode mohon solusi terimakasih,1.0,negative
1045,menu,2.0,negative
1046,nama d apklikasi peduli lindung beda kartu keluargaktp akte lahir tolong bantu nama sesuai kartu keluarga daftar disdukcapil,1.0,negative
1047,nda masuk sih mentok syarat bijak privasi,1.0,negative
1048,ngak masuk ya,4.0,negative
1049,nggak buka,1.0,negative
1050,nik bener susuai ktp pas lihat nama nama,,negative
1051,pedulilidungi buka ya baharu,1.0,negative
1052,pedulilindungi buka update mohon bantu dperbaiki,1.0,negative
1053,pop tuju nya muncul muncul,1.0,negative
1054,huruf gk keluarsaya tuju,1.0,negative
1055,tdk bsa pilih warga negara indonesia trus centang trus gak pilih lg,3.0,negative
1056,periksa sertifikat vaksin muncul terang vaksin kali tpi lihat sertifikat muncul nyuruk periksa klik periksa tpi ttap ga ubah,3.0,negative
1057,tekan warga indonesia centang tuju pakai suruh download liat sertifikat vaksin,1.0,negative
1058,cek tulis vaksin sertifikat buka ya,4.0,negative
1059,g buka aplikasi inisetiap buka ga,1.0,negative
1060,ga login ya,3.0,negative
1061,ko gak scan ya,3.0,negative
1062,ngedownlod peduli pindungi muncul,1.0,negative
1063,ngga masuk yah ko susah bgtapa apk karna ditemoat kerja wajib staf kariyawan donwload tpi malhan ngga,1.0,negative
1064,login aplikasi website mohon aplikasi website nya,1.0,negative
1065,vaksin nongol yg nongol yg yg gk muncul peak,5.0,negative
1066,tulis tuju allikasi cuman akses hp hp bagaima orang orang milik hp versi tolong devlover update peduli lindung pakai lgi pakai hp hp,1.0,negative
1067,login app nya,1.0,negative
1068,masuk apl henti warga negara indonesiawarga negara asing,2.0,negative
1069,lihat halaman sertifikat faksin nya,2.0,negative
1070,terima sertifikat vaksin laku ubah profil kalidan donwload nya bilang kalo laku ubah kalikecewa banget si pastonya parah si masak sertifikat main,1.0,negative
1071,masuk,5.0,negative
1072,dpt buka aplikasi,5.0,negative
1073,udah vaksin dosis daftar,1.0,negative
1074,vaksin blm muncul udh vaksin,3.0,negative
1075,sdh download tsk buka aplikasi sdh rsk pakai,2.0,negative
1076,cotreng syarat doang pilih daerah doang ga muncul indonesia hancur ga vaksin aplikasiny ancur tolong perintah harga vaksin,1.0,negative
1077,force close kalo ngisi tanggal berangkat bikin ehac restart hp relog reinstall tolong solusi besok berangkat,2.0,negative
1078,sertifikat sedia siipadahal laku vaksinasi sertifikat tersediapadahal temen sertifikatnyasaya kirim sms link pas dibukak tersediagimana sii tolong bantu terimakasih,2.0,negative
1079,sertifikat gk bsa buka aplikasi udah vaksin kali,5.0,negative
1080,sertifikat vaksin dosis muncul jangka vaksin dosis aplikasi fitur atur komunikasi instansi perintah yg kerja aplikasi,1.0,negative
1081,sertifikat vaksin download,5.0,negative
1082,sertifikat vaksin vaksin tolong kasih tausolusi,3.0,negative
1083,sertifikat vaksin munculpadahal laku suntik vaksin tgl november,5.0,negative
1084,sertifikat vaksin muncul app buka d web sertifikat download app web aja searching dada cek sertifikat vaksin,1.0,negative
1085,sertifikat vaksin udah vaksin d aplikasi terang udah vaksin udah data sesuai ektptapi terang sertifikat vaksinperiksa data sesuai d aplikasi emang data beda terang udah vaksin eror nggak sesuai data coba hubungin email nggak aplikasi d tulis hubung menteri coba wa nggak,1.0,negative
1086,sertifikat vaksin ga muncul susah,1.0,negative
1087,sertifikat vaksin muncul vaksin,3.0,negative
1088,sertifikat vaksin gak muncul x faksinkenapa gak muncul tulis kali vaksin sajakenapa,1.0,negative
1089,sertifit vaksin muncul,5.0,negative
1090,sertivikasi vaksina sya ga muncul unistal aplikasi bekal kalai ganti akun ga lihat sertivikasi akun nya aplikasi mudah bingung orang,1.0,negative
1091,d baharu aplikasi d buka bikin emosi,1.0,negative
1092,updet gak bisaa buka muncul notif sayang apalikasi henti sayang butuh aplikasi kerjaa,1.0,negative
1093,instal buka hape mahal aplikasi masyarakat tp sulit penggunaanya,1.0,negative
1094,check in gagal,2.0,negative
1095,status kartu vaksin merah vaksin tanggal november kemarin prosedur diapk daftar registrasi sertifikasi vaksin sungguh berat pergi fasilitas dikarekan mohon orang orang terimakasih,1.0,negative
1096,status merah vaksin kali salah server mohon,1.0,negative
1097,status daftar prog vgr aju vgr sayq susah vaksin dosis puskesmas menu delet vgr biar ga ribet,1.0,negative
1098,stuck syarat bijak,1.0,negative
1099,centang nyata tuju pilih berkalikali uninstal instal,1.0,negative
1100,huruf atur tp tdk muncul jg layar tuju,1.0,negative
1101,surat terang vaksin suami gabisa buka vaksin loh,2.0,negative
1102,susah aplikasi baharu,1.0,negative
1103,susah ya meng instal aplikasi inidan kali coba gagal,1.0,negative
1104,tida masuk ya sudak d klik ceklis tuju nya,3.0,negative
1105,pilih log in daftar aplikasi pedulilindungi log in,3.0,negative
1106,buka,2.0,negative
1107,lihat sertifikat vaksin vaksin udah dapet sms,1.0,negative
1108,login input data,1.0,negative
1109,login cba handpone tp sertifikat sedia terang vaksin tolong,1.0,negative
1110,login aplikasi,1.0,negative
1111,lihat sertifikat vaksin isi data lengkap mohon scan kodeqr,1.0,negative
1112,daftar tulis nya user temu mohon bantu,1.0,negative
1113,daftar vaksin,1.0,negative
1114,pakai udah vaksin kali,1.0,negative
1115,klik tuju,5.0,negative
1116,muncul surat setrifak vaksin,1.0,negative
1117,udah download hapus kali tp masuk aplikasi centang discrol hp samsung j mohon,2.0,negative
1118,klik tuju terima syarat isi,4.0,negative
1119,upgrade ga cek sertifikat vaksin ya untung pakai checkin bagus versi,2.0,negative
1120,vaksin susah perantoan,4.0,negative
1121,ya sertifikat nya tgl lahir nya beda ktp tgl d sertifikat vaksin nya tgl tlong d bnerin,2.0,negative
1122,ya ko klo stiap buka pemberitahuan aplikasi pedulilindungibtelah henti gak kemna pusing,3.0,negative
1123,ya masuk pedulilindungi lihat sertifikat vaksin nomer hp tulis user not found tulis sesuai tulis formulir daftar vaksin tolong,2.0,negative
1124,ya login nggak tolong aplikasi,1.0,negative
1125,ya mentok bijak privasi mohon jawabanya,1.0,negative
1126,ya log in ulang terusbaru log in log in,1.0,negative
1127,ya vaksin kali data masuk kali vaksin sertifikat vaksin tanggal vaksin vaksin masuk,3.0,negative
1128,gak download sertifikat vaksin,1.0,negative
1129,kendala gk masuk menu tuju gk muncul dh ting dgn font pling jd gk nih aplikasi pdhl butuh utk scan in out usaha tempt kerja tolong kpd developer aplikasi mnggunakan qplikasi lg,1.0,negative
1130,keren aplikasi salam sehat,5.0,positive
1131,keren banget aplikasi,5.0,positive
1132,keren banget gampang konsultasi sehat,5.0,positive
1133,cek in suka logoit otomatis,2.0,negative
1134,ngecek sertifikat aplikasi,2.0,negative
1135,ketikacek sertifikat vaksin tulis data aplikasi penuh ecek sertifikat vaksin kalo terimakasih,1.0,negative
1136,kerja aplikasi buruk,1.0,negative
1137,kirain sya doang bsa login mksud nya knpa ya ykin bkin kesel klo emng ga bsa kpake mh ngpain donlod pake kouta gmna sih tolong ga bilang mohon maaf ktdak nyamananya sya btuh aplkasinya jalan dgn,1.0,negative
1138,warga negara yg baikwajib sertifikat vaksin,5.0,positive
1139,peduli lindung,5.0,positive
1140,kk aplk pedulilindungi gk ngirim kode verifikasi,2.0,negative
1141,klik sertifikat vaksin ngak muncul ya aplikasi,2.0,negative
1142,klo aplikasi bantu kemenkes jgan ribet xmasarakat yg udh vaksin aja blm kartu vaksin ya,1.0,negative
1143,knapa ga bsa d buka om d mudah sulit aduuhhh oommm,5.0,negative
1144,knapa kasih bintang ngecek sertifikat vaksin dosis gk mlah suruh klaim sertifikat suruh ngisi data isi tpi klaim muncul bus dah lampu lintas dll tolong aplikasi,1.0,negative
1145,knapa sya susah masukin tgl lahir,3.0,negative
1146,knapa buka sertifikat vaksin tdk baca reloadada kesalahanmohon makasih,1.0,negative
1147,knapa aplikasi susah d buka,5.0,negative
1148,knapa ya ga buka aplikasi nya daftartolong liatin aplikasi,5.0,negative
1149,knp kode nya nggak muncul muncul,2.0,negative
1150,knp menu beda tdk log on daftar,1.0,negative
1151,knp ngga masuk format tgl lahir,2.0,negative
1152,knp kali bukak ni apk aj aplikasi berhentiini kpn cuman eror gimana sih tolong ya aplikasi peduli lindung,1.0,negative
1153,knp sih klo masuk nnti pedulilindungi henti trs pas udh msk susah scannya cantumin tgl lahir pedahal udh cmn gk bsa d masukin gmna respon,2.0,negative
1154,knp susah bnr bukatolong donk operator nya,3.0,negative
1155,knpa aplikasi peduli lindung g bs buka g bs liat dt sy tolong cerah hrs gmn sy udah paksin cm sms aja,1.0,negative
1156,knpa gak buka aplikasi tolong admin registrasi handphone layar inc kolom tuju,5.0,negative
1157,knpa gk buka,5.0,negative
1158,knpa udah vcr ko hasil nya gx d apk bikin ribet ajamana terbang,1.0,negative
1159,knpa udh download gk masuk nya sih,1.0,negative
1160,knpasi udh masukin nik nama trs gak panjut nya mah lancaraja knpa gin abis update,1.0,negative
1161,ko aplikasi gak,1.0,negative
1162,ko aplikasi ga bukapadahal dah download kali pemberitahuan sayang aplikasi peduli lindung terah berhentimaksudnya gmna tuuh,1.0,negative
1163,ko g bsa masuk sih gimana nih,1.0,negative
1164,ko gabisa buka yaa,3.0,negative
1165,ko gk masuk sih,4.0,negative
1166,ko banget ya sertifikat nya udah minggu nunggu sampe datadata pribadi isi gak kalo salah data,1.0,negative
1167,ko ndak masuk,5.0,negative
1168,ko ngga bsa buka aplikasi nya,4.0,negative
1169,ko ga buka ya,5.0,negative
1170,ko sayh kga buka y gimana nya,3.0,negative
1171,ko ga buka sertifikat vaksin,3.0,negative
1172,ko ga login sih gimana nya klo ga buka aplikasi nya,1.0,negative
1173,ko masuk nomer hp tp ttep gabisa ya,1.0,negative
1174,ko sertifikat nya ga ya apk,2.0,negative
1175,ko sertifikat tdk tampil ya,5.0,negative
1176,ko sertifikat vaksin ga muncul ya data udah bener terang vaksin sertifikat ga muncul ga,1.0,negative
1177,ko sertifikat vaksin st blm st sdah vaksin kali,5.0,negative
1178,ko skarang eror sih laku cekout cekout,5.0,negative
1179,ko susah log in cek sertifikat vaksin,1.0,negative
1180,ko login yah udah tekan tuju syarat warga negara indonesia klik ok,1.0,negative
1181,kosertifikat vaksin ga langsung lihatapa vaksin puskesmas suami selesai vaksin dr vaksinsertifikat aplikasi ayo aplikasi program perintah kaya gin,1.0,negative
1182,kode nya gk muncul udah kali coba masuk kali coba,1.0,negative
1183,kode otp masuk masuk hp ya min mohon bantu,5.0,negative
1184,kode verifikasi aja,1.0,negative
1185,kode verifikasi ga masuk sih,4.0,negative
1186,kode verifikasi masuk gmna solusi,5.0,negative
1187,kodong aplikasi perintah sedih uninstall,1.0,negative
1188,aplikasi gak d ya aplikasi henti,4.0,negative
1189,akun engga masuk ya user not found gimna sih tolong konfirmasi nya pabu nama akun pedulilindungi nedikembarjaya,1.0,negative
1190,akun gak masuk aplikasi,2.0,negative
1191,aplikasi gak buka ya mohon solusi,1.0,negative
1192,aplikasi stuck bijak privasi y,1.0,negative
1193,apliksi gak buka,5.0,negative
1194,lihat sertifikat vaksin gk y,3.0,negative
1195,dah checkout status nya lokasi kerja app,1.0,negative
1196,hp sya gk dibukak yaa sayang pedulilingi henti dibukak,2.0,negative
1197,g buka suruh centang doang g ting ganti bhs doang,1.0,negative
1198,ga cek sertifikat vaksin ya,5.0,negative
1199,ga buka aplikasi,3.0,negative
1200,ga login,1.0,negative
1201,ga bsa masukk,1.0,negative
1202,gak buka ya apk nya,1.0,negative
1203,gak buka yaa,1.0,negative
1204,gak buka,5.0,negative
1205,gak buka y,1.0,negative
1206,gak buka ya jelek,1.0,negative
1207,gak login apk sih kalo google,1.0,negative
1208,gak login udah contreng tuju tetep gak login,1.0,negative
1209,gak yah hasil vaksinasi sertifikat vaksin laku vaksinasi tolong cek developer nya,1.0,negative
1210,gk buka,4.0,negative
1211,gk login ea,3.0,negative
1212,gk login ya aplikasi asli palsu sih,1.0,negative
1213,halaman sampe syarat bijak privasi udah cetrang trus ga,3.0,negative
1214,gk buka ya,5.0,negative
1215,gk muncul yha,5.0,negative
1216,nggak daftar nggak tulis laku kali kode,1.0,negative
1217,nggak buka ya tulis apk henti,1.0,negative
1218,gak,5.0,negative
1219,sertifikat vaksin muncul,4.0,negative
1220,gk daftar napa apk peduli,1.0,negative
1221,masuk aplikasi pedulilindungi gk daftarin gimna solusi,1.0,negative
1222,buka gabisa yaa,5.0,negative
1223,stuck ya syarat pengunaan bijak privasingak geser bawahitu ya layar hp,3.0,negative
1224,download lg gk masuk akunpadahal udah akuntolong minadmin,1.0,negative
1225,sertifikat sanya ngk muncul ya,3.0,negative
1226,sertifikat vaksin suntik dosis mohon kerja nya,5.0,negative
1227,susah buka sih aplikasi nya,2.0,negative
1228,du buka yahapa salah,1.0,negative
1229,buka aplikasi errorr,1.0,negative
1230,udah donwload gak masuk,1.0,negative
