content,sentiment
Jlek ....g bisa dibuka aplikasi y,negative
"Aplikasai apa ini, gak bisa di gunakan,gak usah kasih bintang, tar kalo sudah bagus tak kasih bintang yg bwanyak, trimakasih. Tolong perbaiki dulu",negative
"Gimana sih mau liat sertifikat aja gak bisa,kecewa:(",negative
"Gimana sih sudah 2x vaksin tp yg muncul 1 doang pas komplain malah disuruh balik ke tempat yg mengadakan vaksinnya, sedangkan masanya udah globalisasi, semuanya di persulit udah lagi sulit dipersulit lagi. Terima Kasih ya",negative
Aplikasi hang setelah pilih bahasa & warga negara. Bgmn ini??? Coba berulang kali diinstal ulang tetap tdk bisa...,negative
Maap sering error.. semoga segera ada perbaikan...,negative
Tidak bisa di apa2kan hanyan stuck di pernyataan persetujuan,negative
"Aplikasi gak jelas gak bisa"" login mentok di tulisan saya setuju doang",negative
Kenapa ga bisa masuk masuk ya? Udah berapakali uinstal terus di downlod tetep aja ga ada tulisan selanjutnya,negative
"Saya sudah divaksin 2x tapi saya tidak mempunyai surat vaksin waktu saya cek di aplikasi peduli lindungi, apakah saya harus vaksin lagi ?",negative
aplikasi tak jelas. perbaharui apanya. bikin menyusahkan masyarakat saja. tolong diperhatikan lagi aplikasinya.,negative
kenapa tidak bisa mendaftar vaksin yang ke 2,negative
Aplikasi tidak bisa di buka,negative
Kenapa aplikasinya gak bisa di geser ke bawah hanya mentok di negara indonesia habis itu gak bisa,negative
Stuck di kebijakan privasi,negative
"Aplikasi tidak bisa menampilkan sertifikat vaksin, padahal udah saya update, gajelasss",negative
Gak bisa di gunakan,negative
"Permintaan migrasi data dari vaksin gotong royong ke vaksin pemerintah.. saya sudah vaksin pemerintah tapi data tidak bisa di input karna di peduli lindungi terdaftar sebagai penerima paksin gotong royong, kiranya data sebagai penerima vakasin gotong royong di hapus",negative
"Kecewa, sudah vaksin tapi sertifikat tidak keluar.. ntah harus gimana lagi, lapor lewat email udah, tapi tidak bisa membantu proses:((",negative
"Kapan ni Up date perbaikannya,jadi menghambat kerjaan yg kemana"" harus scan barcode",negative
"blm bisa masuk,apa ada keslhan data",negative
Sdh downloud tetap gak bisa buka aplikasi peduli lindungi...saya sdh vaksin 1&2 gak bisa lihat sertifikat nya,negative
Terpaksa download,negative
Saya sudah Download tapi ga bisa login soalnya tulisan saya setuju nya ga muncul. Udah ikutin saran buat memperkecil tulisan tapi tetep aja ga muncul. Tolong diperbaiki lagi paling engga bisa di scrol kebawah gitu 😴,negative
Aplikasinya nggak bisa di scroll kebawah jadi nggak bisa log in,negative
"Ga bisa login, ribet",negative
Aplikasi apaan nih ga bisa login..bukan nya mempermudah tapi malah mempersulit,negative
Saya sudah vaksin. Tapi kenapa sertifikat vaksin saya belum tertera,negative
data vaksinasi ke-2 blum masuk juga padahal udh 2 hari,negative
Tidak bisa scroll kbawah setelah di update...apkh apk ini hnya untuk yg punya android yg terbaru aja? Lalu ap solusi untuk yg punya android jadul..sedangkn kmna mna dhruskan menggunakan ini....sungguh kecewa,negative
Sayangnya pedulilindungi telah berhenti. Itu kenapa iya?sudah 3 hari gak bisa masuk ke apikasinya. Tolong jawab.,negative
assalamualaikum.. saya sudah vaksin pertama kenapa pas download aplikasi lindungi sertifikat vaksin saya belum muncul muncul tolong di kasih pencerahan nya dan tolong di bantu. Jadwal vaksin ke 2 tanggal 13 november sekarang siapa tau bisa bantu,negative
Sertifikat tidak bisa muncul diaplikasi ?,negative
Tidak bisa dibuka,negative
Susahnya cari hasil sertifikat paksin ke 1&2 gak muncul muncul padahal dah vaksin liat yang lain kok gampang,negative
Kenapa setelah di updet kok saya gak bisaa buka selalu muncul notif sayang apalikasi telah terhenti. Padahal saya sayang butuh aplikasi ini buat kerjaa,negative
"Saya sudah vaksin ke 2 tapi sampai saat ini belum terima sertifikat vaksin 1 dan 2, kenapa ?",negative
Waduhhh gimana neh sudah downloud malah gak bs masuk min tolong di perbaiki neh apl nya mau di perkecil mau di apain jg tetap gak bs dan gak nampak kata setuju nya kamprettt,negative
"Udh 3x download tapi gagal daftar trus ga ada tulisan saya setuju nya gimana ya padahal sy butuh bwt sertifikat vaksin , tolong dong admin dibantu sy untuk daftar masa gabisa tdr sih?",negative
"Ga tau dah bingung semenjak update, sertifikat vaksin tidak muncul",negative
aplikasi abal2 apa gimana ini kok gak bisa di gunakan,negative
Apk baru di update tapi malah ga bisa login.. stuck di pertanyaan warga negara apa.. setelah saya klik setuju dengan semua nya.. tombol palig bawa tidak bisa di scroll ke atas.. akibatnya ga bisa login. Tolong developer di perbaiki lagi apk nya!!! mempersulit kita yang harus keluar masuk ruangan harus scan barcode!!,negative
Setelah up date malah gak bisa di pakai berhenti sendiri aplikasinya,negative
"Tolong yang bikin aplikasi ini di pakai logika, untuk isi TTG pake manual lebih mudah. Di kira zikir Suruh dari tahun skarang sampai TTG mundur cari tahun lama.",negative
D updet tp gk bsa dpakai y...,negative
"Hay gays aplikasi apa ini, udah download tp gk bisa masuk, trus fungsi dibuat untuk apa, untuk pajangan aja, untuk menuhin memori ponsel aja, ayo lah msak dri segi kek gini aja kita msih amburadul, gmna mau maju...",negative
"Tidak bisa login, tidak ada pilihan SETUJU",negative
saya sudah divaksin.. sertifikat tidak nongol.. sungguh sistem yg nob...,negative
"Ini gimana ya stuck di syarat penggunaan dan privasi, ga bisa geser kanan kiri",negative
"Kenapa saya g bisa buka aplikasi ini,setiap buka pasti ga bisa..",negative
"Saya abis download aplikasi pedulilingkungan tapi gk mau d bukak gmn cara ya y. Ketika memilih ke warga negaraan setelah itu gk da keluar kata"" SAYA SETUJU. Mohon sulusi ya trimakasih @kominfo.id",negative
Aplikasi anjeng kok ngk bisa di skroll ke bawah sih tolong lah solusinya gua udah banyak habis kuota donlot ulang tetep aja ngk bisa,negative
"Bela belain ngunduh apknya,,,di oppo a37f ku g bisa di buka,,,solusi dong buat hp ku,,buka hanya sampai warga negara saja,terus balik lagi Saran buat admin apk peduliLindungi,nich bukan menggurui kok,,,tapi kalo bisa,,,apk ini diterima secara automatis disetiap android,,,jangan sampai koneksinya,,,cuma buat hp2 mahal dengan versi gede admin,,,maf mksh",negative
"gw dah checkout tapi nyangkut status checkout terus, alhasil gw ga bisa checkin konyol banget",negative
"Saya sdh download aplikasi ini udh brp kali, tp GK bisa di buka. ...",negative
"Buat hp layar kecil ga bisa disetuji payah ,ga bsa di scroll down",negative
Padahal tadinya gamau pake apk ni meski udah di vaksin. Tapi ttep aja harus pake. Hadeuh.,negative
Aplikasi sering error,negative
saya sudah download tapi gk bisa login,negative
"Login peduli lindungi terkendala,,masih banyak bug diaplikasi,,mohon ada aplikasi lain selain peduli lindungi karena seluruh akses mobilitas harus scan melalui peduli lindungi..sepertinya server tak mampu menampung data warga yang akses bersamaan di aplikasi peduli lindungi...libatkan aplikasi gojek karena terbukti server mereka menampung akses driver yang login bersamaan tanpa ada bug di aplikasi..support terus para it peduli lindungi semoga tetap menciptakan inovasi terbaik buat bangsa Indones",negative
"Lokasi sudah aktif, tapi pas scan keterangannya loksi tidak aktif,, mohon perhatiannya",negative
"update tan tambah weird, sudah setuju tanda verifikasi malah ga bisa pencet tanda checklist dibawahnya alias ga bisa digeser ke bawah",negative
Bagusan yg pertama ada peta lokasi...yg kedua susah buat scan barcode...kadang ada kendala lokasi....jd kita gak tau kita udah dilokasi scan barcode belum..sehingga ketika scan radius terlalu jauh..,negative
Kacauu ga bisa login,negative
Ko tidak bisa login yah udah menekan menyetujui persyaratan warga negara indonesia tapi tidak ada klik *OK/ Lanjut*,negative
"Saya udh download dan berhasil, pas dibuka kok cuma sampai syarat penggunaan dan di ceklist, kok gak ada kelanjutannya lagi ya...gimana tindak lanjutnya?",negative
"Tiap check in selalu notif nya lokasi melebihi radius,benerin dong apknya",negative
Kecewa parah sama aplikasi dalam negeri udah baca berkali - kali tinggal klik setuju aja menghilang.. Gak guna janga menyusahkan masyarakat heii pemerintah..,negative
"Kenapa setelah instal tidak dapat di buka apakah harus hape mahal, ini aplikasi masyarakat umum tp kenapa tidak kenapa harus di persulit cara penggunaanya..",negative
Ngga bisa masuk di aplikasi perbaiki lagi dong aplikasinya,negative
"Tidak bisa daftar, nomor ponsel terlalu pendek... Jadi maunya brapa digit? Nomer hp saya 10 digit",negative
Sudah masukkan akun dan sertifikat sudah ada tapi QR CODE belum keluar,negative
Ga bisa di scroll,negative
Apakah aplikasi ini memang tidak bisa digunakan pada tablet? Karena bagian bawah setelah checklist tetap tidak muncul meskipun size font dan layar sudah diatur paling kecil.,negative
Udah donwload tapi kagak bisa dipake. Udh bc syarat dan kebijakan tp cuma bisa ceklist. Terus ini mksdnya harus gmn? 🙄😕😑,negative
"Makin buruk aplikasinya gk bisa nyesuain layar, bisa masuk juga lewat aplikasi lewat web sama aja, gimana ini aplikasi kan punya negara kok bobrok amat,",negative
Aplikasi saya setiap kali dibuka ketutup sendiri,negative
"pelindung sering error. Saya padahal udah vaksin, eh malah status saya merah, sertifikat vaksin saya gak muncul, disuruh vaksin lagi kah chuakzz",negative
"Tidak bisa slide ke bawah saat membaca syarat dan ketentuan, aplikasi buruk sekali, sangat buruk saya jadi tidak bisa kemana2 karena harus buka aplikasi ini padahal aplikasi nya rusak",negative
"Admin, Tolong di Perbaiki lagi Ini ApK nya..... Di Saat Kami Menggunakan ApK ini di Perusahaan- perusahaan, kenapa in-out nya Bermasalah... 1. Di Saat Scan lambat Nangkap Barcode nYa, Alasan Jauh Dari Radius... Gonta ganti Jaringan Ya gitu Juga. 2.Out nya terKadang Kadang Memandai Sendiri alias otomatis, dan Data In-Out nya Hilang juga. Tolong Di perbaiki segera...!!!",negative
"Aplikasinya Dihapus trus download lg dan diulang berkali2, hasilnya sama. Gk bisa digunakan. Jawaban dari admin nya ya gitu2 aja. Gk ada perubahan. Katanya ini penting",negative
punya saya ga bisa,negative
Males ngasih bintang gak menguntungkan...ribet..udah vaksin tp sertifikat nya gak kluar,negative
Ini kenapa ga bisa login ya cuma bisa muncul pilih warga negara sama setujui kebijakan? Kalo gini jadi susah juga mau kemana2,negative
Sudah vaksin tapi belum keluar sertifikat,negative
Gak bisa masuk aplikasi. Cuman mentok di halaman syarat penggunaan & kebijakan privasi.,negative
Apk bukannya makin mudah bagus malah sulit untuk di gunakan,negative
Hari hari ngebuggg,negative
Menyulitkan orang banyak..entah karena sdm atau bajet yg di korupsi,negative
"ga bisa di pakai, hanya di tanya WNI atau WNA, jadi susah nih",negative
Kok gak keluar yah hasil vaksinasi atau sertifikat vaksin?? Padahal saya sudah melakukan vaksinasi Tolong di cek kembali bagi developer nya,negative
"Gimana dong ini aplikasi, masih belom muncul tanda saya setuju. Alhasil kerja ribet deh masuk kantor mesti nulis-nulis. Masa iya tiap hari begini. Kecilin font ga ngaru, hapusin aplikasi lain apa lagi, udh sempet email kendala belum ada feedback. Sertifikat juga ga guna, mesti scann juga. HADEHHH...",negative
"Suruh download, tapi giliran sudah download,sudah setuju gk bisa masuk, udah diperkecil tulisan tetep aja GK bisa",negative
Tdak ksih bintang dibuka aja tidak bisa jdi apk ini untuk apa,negative
Saya sudah buat akun dan vaksin kenapa sertifikat saya gak muncul di aplikasi,negative
"Tidak bisa klik ""saya setuju"". Masalahnya hp saya ga bisa atur font. Gimana dong solusinya BUMN",negative
Saya sudah login di aplikasi dan berhasil. Dan kemarin coba log out dan di log in kan kembali tidak bisa dan aplikasi nya sama sekali tidak dapat digunakan kembali. Padahal aplikasi ini sudah menjadi persyaratan paling penting dalam melakukan kegiataan sehari hari. Tolong dong buat pemerintah. Keluhan ditanggapin dan dikasih solusi. Terimakasih dan salam sehat buat kita semua,negative
Tidak berfungsi,negative
Gak bisa masuk ke aplikasi di click setuju gak bisa kebuka sama sekali,negative
Halo ...saya sudah download....tapi kenapa tidak bisa masuk ...padahal saya sudah tekan setuju. Semua persyaratan nya tp..knp tidak bisa ya...mohon di perbaiki..,negative
Kok akun saya engga bisa masuk ya user not found terus gimna sih tolong konfirmasi nya pa/bu Nama akun pedulilindungi Nedikembarjaya,negative
"Saat masuk selalu keluar paksa (bug), Hp saya redmj note 3, mohon bantuannya admin",negative
"Saya udah masuk Aplikasinya,tapi suka eror,suka ada tulisan pedulilindungi terhenti itu gimana caranya. padahal saya selalu update aplikasi nya",negative
Ini applikasi Suka error udah masukin nik sama nama lengkap . Informasi salah ANEH Kali,negative
Apk preeeeeeeeeeet sudah vaksin tdk muncul juga sertifikat nya di kasi nomor pengaduan cuma di bilang mohon maaf kami sedang melayani castemer lain tdk mutu petugas pelayanan kesehatan cuma mesin yg di suruh jawab kecewa sekali,negative
DOWNLOAD INI HANYA TERPAKSA VAKSIN.,negative
"Aplikasi lemot,,setiap di pkee gk bisa,masukin dtaa gk bisaa...kirain sya jaa gk tau nya,,comenyaa semua🙈 Trimaksih",negative
Saya kembali mengalami masalah setiap kali aplikasi ini di update. Saya tidak bisa membuka aplikasi setelah melakukan update versi terbaru. Segera perbaiki!,negative
Di Android 5.1 gk bisa di gunakan,negative
"Org sdh dipaksa pakai vaksin, skrg dipaksa instals aplikasi pedulilindungi, android ga support dipaksa lg suruh ganti android, semoga yg bikin susah org diakhiratnya juga dibuat susah sm allah krn kebijakan yg ga masuk akal ini.",negative
"Setelah update, setelah ceklist setuju kebijakan dan penggunaan, dak bisa digeser atas bawah, jadi ga bisa login",negative
Aplikasi sampah data bocor login ga bisa,negative
Update baru malah memperburuk 👎,negative
Aplikasi ngabisin paketan aja.dòwnload udah puluhan x tetep gax bisa masuk,negative
"sertifikat vaksin ke 2 belum muncul di aplikasi,, pelayanan tidak baik sama sekali,,sudah lama katanya belum di input datanya,,,",negative
Udah klik setuju tapi gak ada tombol apapun muncul.. Jadi saya uninstall saja sampai aplikasi benar benar diperbaharui.. Terima kasih,negative
"Aplikasi ini sdh seperti kewajiban, tapi untuk kontak CS tidak ada respon apapun jika ada complain terkait data...",negative
"Saya sudah email berkali kali tp tetap saja tidak ada tindak lanjut.. app sdh di update.. hp dah di otak atik cr th apa yg bikin tidak bisa masuk ttp aj sama hasilnya..klo cm maap doang sm srh email smua org jg bisa ngelakuin..banyak omongnya tp dikit tindakannya.. yg dibutuhin tindakannya skg ini, bkn maap thok.. gk nyaman jelas gk nyaman..bikin ssh..",negative
Kecewa sudah download tidaj bisa dibuka.,negative
Kok aplikasinya gak bisa dibuka ya mohon solusinya,negative
Untuk ngisi tgl lahir aja susah....it nya payah. Kasih bintang 1 aja. Jelek banget,negative
"Sudah saya update tapi tetap saja tidak bisa lihat hasil vaksin, kode verifikasinya juga ga mau masuk, sudah saya coba berkali kali tapi tetap sama saja",negative
Kenapa gak bisa di buka,negative
Untuk developer segera perbaiki bug saat mau masuk button masuknya ada di bawah tapi aplikasi tidak bisa di scroll (case tsb pada hp dengan layar yang tidak besar). Tolong dibuat responsive sehingga bisa di scroll dan bisa di test dulu dengan hp dengan type layarnya berbeda.,negative
"Udh download tp sempet dhapus dlu krn memori hp penuh.eh pas download lg ko ga bisa login?udh pilih WNI,udh ceklisin jg syaratnya tp gitu2 trus isinya",negative
"Mau sekolah harus ngescan barcode baru bisa masuk kelas, baru mau login apliksinya gk bisa di buka, kalo gak bisa bikin aplikasi ya jangan bikin ngribetin orang aja",negative
"Kok gak bisa login lewat apk sih, kalo lewat google malah bisa",negative
Kenapa selalu cotreng syarat ketentuan doang sama pilih daerahnya doang ga pernah muncul2 indonesia hancur ga ada gunanya di vaksin aplikasiny juga ancur2 tolong pemerintah hargai yang sudah di vaksin,negative
Aplikasi ngaco.. udah tau kalo kemana2 syaratnya pake ini malah gabisa login.. Rusak nih aplikasi,negative
Kenapa aplikasinya gak bisa di buka dan lanjutkan ya dan cuman di halaman syarat & kebijakan aja gak bisa di lanjutkan,negative
ga bisa logout dan cek in lokasi,negative
Aplikasi ngga guna udah vaksin kedua udah kedaftsr ko ngga muncul sertifikat nyaa,negative
