,stopword,sentiment
2090,saran aplikasi isi data tanggal lahir ketik sajaagar mudah ubahsekarang geserkebayang gak geser gel tanganjangan bego,negative
2091,update kali masuk,negative
2092,tolong min butuh kode verifikasi tolong pgi sampe malam gk masuk,negative
2093,aplikasi login g bisabikin antri kantor aja sertifikat faksin aja kadang mucul kadang,negative
2094,vaksin muncul sertifikat gimana coba,negative
2095,coba registrasi kmaren dr barcelona dubai transit gak ,negative
2096,udah instal ga buka sih hpnya bagus gmna ya hp xiaomi redmi a,negative
2097,cek in suka logoit otomatis,negative
2098,tolong bnyk kendala ni vaksin sertifikat muncul tp warna ubah ber warna merah temen muncul sertifikat nya bewarna kuning tolong arah ny,negative
2099,maaf maksud gmn tombol tuju tdk sdh bgt update jg tdk pdhl sdh sedia updatetannya,negative
2100,ngisi tanggal lahir tampil tanggal umur iya klik sampe thn belakangsampe ngisi tnggal lahir doang ketik keyboard tampil,negative
2101,gabisa masuk stuck opsi warga negara asing indonesia,negative
2102,asa mantaat fiture nya qr code error nov gampang palsuin sertifikat edit nama nik tanggal lahirdan crop qr code yg masalahdi aplikasi scan qr code test scan qr code yg printaslisampai ga fungsi lihat asli kartu vaksin kerja,negative
2103,vaksin minggu sertikat vaksinya mohon cerah,negative
2104,aplikasi burukharus ulang cek masukblom lg aplikasi nutup sendirimohon bersamamasak negara kalah ama aplikasi yg ecek,negative
2105,sdh download tsk buka aplikasi sdh rsk pakai,negative
2106,reset jelek app nya,negative
2107,lihat kartu vaksin bisalangsung kluar sendri dr apk,negative
2108,sertifikat gak,negative
2109,maaf ka pl merah ya vaksin  nya,negative
2110,aplikasi berat jalan hp,negative
2111,hp sya gk dibukak yaa sayang pedulilingi henti dibukak,negative
2112,gax masukkode gax kirim lagihkok layan buruk,negative
2113,update ga tampil sertifkat vaksin aplikasi nasional loh,negative
2114,mohon maaf aplikasi nya bug sertifikat vaksin gitu udah vaksin vaksin piye iki perbaikin aplikasi,negative
2115,vaksin aplikasi sertifikat dsitu nyata status merah bentuk fisik sertifikat sdh,negative
2116,error tlg lgmau download kartu ribet,negative
2117,akun gak masuk aplikasi,negative
2118,aplikasi tdk buka,negative
2119,payah aplikasi susah tolong update kembang apl eror,negative
2120,nama nik sesuai tp simpan duh gimana nihtolong,negative
2121,update gak klaim kartu vaksin mudah nyaman,negative
2122,bug aplikasi nya vaksin dosis sertifikat aplikasi warna merah cek status vaksinasitolong maksimal kerja aplikasi nya,negative
2123,lihat sertifikat force close,negative
2124,mohon aktif scan qr barcode nik isi no hp kode verifikasi digit kode verifikasi adamhon bantu,negative
2125,apk ny tibak bagus cek sertifikat vaksin kali nya tolong tindak plis ,negative
2126,isi data vaksin negeri pakai no passport daftar pakai nik anggap vaksin indonesia,negative
2127,haduh gawat akses sertifikat vaksin,negative
2128,aplikasi ny erord buka suka sendiribukan ny mudah lambat,negative
2129,aplikasi aneh vaksin sertifikat ga adu susah,negative
2130,captcha error gimana yg klik tulis robot,negative
2131,fungsi baikmau cek sertifikat vaksin bisahalaman kosong,negative
2132,bs chekout walopun otomatis chek out dlm jam jam chek in nya jd ga muncul hadeuuuhh,negative
2133,elormenghambat aktivitas,negative
2134,scan boarding pass ehac kali error otomatis gimana,negative
2135,susah buka sih aplikasi nya,negative
2136,captcha ribet,negative
2137,susah masukin datanyaulang ulang,negative
2138,sms kode verifikasi yg masuk no tolak ut daftar help,negative
2139,klik sertifikat vaksin ngak muncul ya aplikasi,negative
2140,buruk sulit sisitim daftar,negative
2141,orang indonesia pakai aplikasi bodh paksa,negative
2142,update vaksin sinovac tulis pfizerkatanya aplikasi ttep pfizertapi buka website ganti sinovac mohon updatenya telat donk,negative
2143,ngecek sertifikat aplikasi,negative
2144,ga hasil ya g muncul nih,negative
2145,aplikasi nya tolong benah akun logout pas login error download ulang aplikasi login,negative
2146,lumayan sih gua eror sistem masuk email ku coba tuh kaga ngisi emainya  untung pakai nomor telepon bener,negative
2147,terkadang gk masuk scane area malltolong baharu mudah ,negative
2148,akses,negative
2149,scen suka hengklo buru kerja jd telat deh nunggu,negative
2150,reset pabrik perangkat akses aplikasi dinistal buka,negative
2151,login tolong bantu,negative
2152,sy download aplikasi kali udah centang tuju utk syarat tuju tp ga masuk ya aplikasinyapayah,negative
2153,apk gk bs d bk gimana mw masukin data,negative
2154,kamera blank scan,negative
2155,app nya force closed akses menu atur jalan,negative
2156,apl peduli lindung tdk buka knapa,negative
2157,ga buka aplikasi,negative
2158,pasport digital nya jdi hilang update,negative
2159,tdk bsa pilih warga negara indonesia trus centang trus gak pilih lg,negative
2160,baharu notifikasi pedulilindung muncul handphone udah restart kali notifikasi muncul,negative
2161,aplikasi gak otomatis update vaksin status merah alias vaksin,negative
2162,dibukakarena tampil weeb nya baharu link syarat ganti ganti masuk beda bedaantara lainjadi penasaran binggung mengaksesterus serasi kesamaanuntuk data akses samakalau beda beda mencurigakantakut bereskehati hati waspada,negative
2163,sertifikat vaksin ya aplikasi pas buka sms nik salah gimana,negative
2164,knp susah bnr bukatolong donk operator nya,negative
2165,tolong aplikasi masak gk baca tuju sm daftar tolong cepat,negative
2166,aplikasi eror tampil log in geser,negative
2167,vaksin merah,negative
2168,orang,negative
2169,aplikasi pedulilindungi buka ya,negative
2170,sudh vaksin minggu blum tuh sertifikat vaksin nya aplikasi,negative
2171,gak aplikasi mentok gambar bijak aja gak gerak,negative
2172,ga login ya,negative
2173,ko sayh kga buka y gimana nya,negative
2174,tida masuk ya sudak d klik ceklis tuju nya,negative
2175,vaksin keduatpi liat sertifikat gk muncul,negative
2176,saranuntuk input tgl lahir jgn scroll gituutk yg lahir anlama bangett,negative
2177,muncul layar berandaaneh banget,negative
2178,serifikat muncul ya knpa,negative
2179,ko gabisa buka yaa,negative
2180,data hilang hasil tes pcr jg tdk aplikasi,negative
2181,tulis tanggal lahir yg mudah susah tekan tombol berpuluhpuluh kali lahir,negative
2182,sertifikat vaksin vaksin tolong kasih tausolusi,negative
2183,sy kali liat sartifikat vaksin ko gk,negative
2184,bsgus pake hp a log in,negative
2185,sertifikasi vaksin tdk dpt akses sdh h vaksin,negative
2186,menginstal ulang aplikasi sertifikat vaksin muncul,negative
2187, akurasi lokasi lambat  chek in masuk ruang publik chek out,negative
2188,tulis tuju hp jadul gak lihat mohon,negative
2189,mohon bantu masuk aplikasi versi nggak masuk,negative
2190,sayah vaksin ko sertifikat vaksin sayah,negative
2191,gimana boy nggak login aplikasi,negative
2192,aplikasi susah akses hp nokia os android,negative
2193,udah vaksin kali tp sertifikat,negative
2194,new to admin pedulilindungi tem kembang apk pedulilindungi slmt mlm admin handphone mentok android v tdk pack upgrade nya mohon solusi utk gun apk peduli lindung dgn versi android tdk org blh handphone bru dgn versi adroid keluh versi pedulilindungi akses androin v,negative
2195,gimana sih udah login aplikasi sertifikat vaksin buka suruh cek status vaksin,negative
2196,knp ya sertifikat vaksin gak tgl kemaren sdh vaksin trs cb donloud lndungi veduli cek sertivikat kosong yg sertivikat cmn vaksin pertamagimana ni,negative
2197,isi data tanggal lahir pakai sistem kalendermenyusahkan kamikami lahir repot scrolnya,negative
2198,apk nya nggak responsif ya pas masuk udah responsif nggak responsif gak suka apk,negative
2199,vaksin dosis sertifikat sdh muncul status merah apk pedulilindungi sdh telpon n email sdh kuning hp merah suruh logout heran,negative
2200,tdk akses akun versi android lolipop mohon bantu,negative
2201,gak sertifikat vaksin nya vaksin status vaksin nya aja sertifikat nya gak,negative
2202,ga masuk tombol masuk ga discroll ga nongol,negative
2203,halaman sampe syarat bijak privasi udah cetrang trus ga,negative
2204,pilih log in daftar aplikasi pedulilindungi log in,negative
2205,tolong bug lokasi jaring bagus lokasi sesuai lokasi gps,negative
2206,unduh tp ga tulis tuju gmna akses ya hp ga suport,negative
2207,tolong aplikasi hp akses masuk klik tuju login ukur layar hp golong kecilterima kasih,negative
2208,pedulilindungikok sy tdk lht hasil vaksin tdk bs d buka aplikasi jg,negative
2209,aplikasi sempurna kendala tampil sertifikat vaksin utk login data profil hilang nama tgl lahir no hp mohon sempurna terimakasih  salam sehat,negative
2210,hasil masuk,negative
2211,lihat sertifikat vaksin gk y,negative
2212,udah download aplikasi udah vaksin dosis cek sertifikat nggak,negative
2213,dowload centang kotak tuju gak notif ya,negative
2214,kak ya apk peduli lindung ponselku buka,negative
2215,buka privasi contreng tuju aplikasi diam,negative
2216,hp oppo a daftar cuman ngestcak tuju syarat,negative
2217,hp log in ya hp samsung j buka menu scan bercodetolong,negative
2218,apk nya tingkat sy bru download udh zonk ga buka,negative
2219,susah cari hasil sertivikat vaksinasi yg yg sdh daftar peduli lindung tolong bantu utk mendownload hasil vaksinasi yg yg sdh ulang kali masukin nik sesuai ktp data yg akurat ulang kali gagal,negative
2220,vaksin x aplikasi muncul sertifikat vaksin nya,negative
2221,gk masuk sih aplikasi pedulilindungi apk nya ane  ,negative
2222,susah buka pedulilindungi,negative
2223,yg gaptek ga kalo mi nilai ya kasih bintang aja orang pintar aja orang yg gaptek ga pakenya kasih bintang kasihan aplikasi bintang harga aplikasi,negative
2224,suka gagal check in ya,negative
2225,jaman udah digital input tgl lahir iya scroll nya mesti month to month geser bayangin klu lahir an mesti scroll month to month,negative
2226,install apk masuk pilih wni wna sya pilih wni tuju persyaratansudah klik oke tpi muncul halaman,negative
2227,bagus tdk tampil foto,negative
2228,tp syarat wajib ya,negative
2229,update dansering eror barcode,negative
2230,sertifikat status vaksinasi merah nya,negative
2231,scan barcode masuk gagal gak tau kenapaharus kali kali masuk kadang,negative
2232,ulas tdk jelassampai sartifikatnya,negative
2233,cek sertifikat alami sulit,negative
2234,gk login ea,negative
2235,gmna sih sya udh instal udah klik syarat gk masuk sihh,negative
2236,sya sd mngi kuti pksin prtama tpi knp srtpkat vaksin sya blum bsa sya lhat,negative
2237,udah vaksin  sertifikat vasin ya hilang gimana ya,negative
2238,ken gabung mentok apl nya,negative
2239,ya vaksin kali data masuk kali vaksin sertifikat vaksin tanggal vaksin vaksin masuk,negative
2240,,negative
2241,vaksin september sertifikat nya dah tolong,negative
2242,lihat jadwal vaksin,negative
2243,tolong aplikasinyamasa akun pakai hp logout dulujadi yg vaksin tetep pakai akun milik orang  ,negative
2244,sertifikat vaksin muncul gak ya aplikasi,negative
2245,mohon maaf hanphone samsung j prime suda coba tulis memori handphone yg kosong cache aman masuk centang tuju bijak privasi mohon admin,negative
2246,vaksin tahap akses kali kali lihat sertifikat hasil vaksin yg aja gk trus gimana lihat setifikat hasil yg,negative
2247,aplikasi pakai langsung looping gak buka,negative
2248,ya ko klo stiap buka pemberitahuan aplikasi pedulilindungibtelah henti gak kemna pusing ,negative
2249,aplikasi gak buka kecuali ukur huruf mohon mudah   ,negative
2250,tdk buka,negative
2251,stuck ya syarat pengunaan bijak privasingak geser bawahitu ya layar hp,negative
2252,ga login ya,negative
2253,sih ka ko sertifikat nggak muncul suruh isi ulang nik emang nik nya tolong,negative
2254,aplikasi gak gak tingkat mutu gak update sdh vaksin dr september skrg tdk sertifikat parah,negative
2255,aplikasi nya error,negative
2256,lgi log out aplikasi msuk lgi ribet njelimet yg sertifikat vaksin d lihat,negative
2257,gk buka,negative
2258,scroll maju mundur isi tanggal lahir nya cepetin dongatau go to gituh mending tulis manual aja cepet taun an mencet puluh kali,negative
2259,ubah nomor telepon gimana email balas nomor udah blokir pakai orang,negative
2260,aplikasi tingkat info kena suntik vaksin tahap dls,negative
2261,mohon maaf aplikasi bagus mohon format tanggal iya etik tanggal lahir klik lahir lahir tgl februari klik pdahal format tanggal atur tolong effisien bintang sisa tanggal sda diupdate terima kasih  ,negative
2262,ku kasih bintang,negative
2263,ko gak scan ya,negative
2264,periksa sertifikat vaksin muncul terang vaksin kali tpi lihat sertifikat muncul nyuruk periksa klik periksa tpi ttap ga ubah,negative
2265,udh update tetep nggk liat sertifikat gimana ya kak liat sertifikat notif aplikasi pedulilindungi henti mohon tindak kak mudah akses,negative
2266,uda vaksin pas isi biodata uda lengkal data muncul tulis internal server error edit x coba bsa masuk,negative
2267,aplikasi update yg cepat versi,negative
2268,ceksertifikat vaksin ko susah,negative
2269,atur tanggal efektif,negative
2270,ga buka sertifikat kali vaksin,negative
2271,vaksinasi pikat vaksin bom gema sih,negative
2272,udah vaksin cek sertifikat muncul nunggu sertifikat muncul,negative
2273,kecewa sertifikat vaksin muncul udah,negative
2274,isi tgl lahir praktis tap kali kali lahir tolong,negative
2275,vaksin polsek status bom vaksin tidakada sertivikasi gimana,negative
2276,bagus sih cuman kayak rada rada error yah aplikasi nya masak sertifikat daftar bikin gak nyampek bulanpas buka masak massukkan data lagipiye iki luurrrlurr,negative
2277,sesi habis sesi habis sesi habis kalimat ulang paksa login kali info sesi habis,negative
2278,vaksin status vaksin cek sertifikat vaksin gk muncul,negative
2279,sampe udah lom muncul sertipikat vaksin gi nya biar muncul,negative
2280,login aja susah bet dah jaring internet gak,negative
2281,mohon jenis vaksin johnson johnson aplikasi,negative
2282,sertifikat vaksin muncul vaksin,negative
2283,mohon bantuannyawaktu login susah masuknyakarna muncul kode otp nyamohon bantu nya,negative
2284,semenjak update aplikasi pedulilindungi hp gk scan qr merk hp oppo neo,negative
2285,isi tanggal lahir scroll cepat isi nya,negative
2286,ya ambil sertifikat nya apk nya henti trs pdhl oke ajamohon bantu,negative
2287,halo kendala kendala cek vaksin daftar vaksin klik periksa diberitahi vaksin lihat bukti sertifikat vaksin buka apk notif apk nya tolong pergi mall barang beli,negative
2288,tunggu sertifikat bom muncul ragu krna aplikasi cantum vaksin nya,negative
2289,uda download tp kuk gk login ya min gimana ya,negative
2290,vaksin sertifikat vaksin udah cek kali kali,negative
2291,app buka,negative
2292,penggunaanya,negative
2293,vaksin gabisa liat sertifikat vaksin nya mohon solusi,negative
2294,aplikasi gak terima data nama nik sesuai nama nik ampun dah,negative
2295,sertifikat sanya ngk muncul ya,negative
2296,sayang aplikasi nya cm bs pake akun hp jd susah lau upload sertifikat dgn no ktp yg beda ortu gak hp krn bbrp ortu yg tdk bs aplikasi hp,negative
2297,ehac nggak bahasa indonesia tolong,negative
2298,lihat sertifikat,negative
2299,menu sertifikat vaksin susahmemasukan tanggal lahir slide,negative
2300,hahaha lucu jg ya detik beres sign in gx d buka sayang pedulilindungi buka gg app,negative
2301,vaksin blm muncul udh vaksin,negative
2302,sertifikat vaksin yg tersediapadahal vaksin ,negative
2303,bug akses daftar vaksin input data show notif vaksin sertifikat vaksin bug auto fc,negative
2304,susah bug nya,negative
2305,sertifikat vaksin gak data udah lengkap mohon bantu min,negative
2306,ko ga buka sertifikat vaksin,negative
2307,cek sertifikat vaksin malh sndri kasih solusi kah,negative
2308,sertifikat vaksin buka ya,negative
2309,knp akun pedulilindungi nama org ya sy ngga kenal org sy hrs adu lapor,negative
2310,kartu vaksin susah didownload,negative
2311,kali chek in gagal totalga tolong jgn aja trims,negative
2312,udah vaksin k ko sertifikat nya blum muncul,negative
2313,gimana sih udah kasih fototp gk bisahrs gimana jgn  bingung,negative
2314,terkadang susah buka,negative
2315,sulit akun,negative
2316,susah ecek,negative
2317,soalny msh sulit utk lihat menuny tdk bs buka menu,negative
2318,blm maksimal sp sertifikat vaksin sy blm vaksin ssh,negative
2319,bilang bagus apk nyasertifikat aja ga langsung muncul,negative
2320,sertifikat vajsin blm muncul selesai vaksin,negative
2321,suka chek out teruseror,negative
2322,knapa sya susah masukin tgl lahir,negative
2323,masuk nya gimana sih nggk,negative
2324,sertfikat vaksin gak,negative
2325,temu hasil sertifikat vaksin,negative
2326,blm buka,negative
2327,sertivikat vaksin buka,negative
2328,ko ngga bsa buka aplikasi nya,negative
2329,vaksin sertifikat muncul terimakasih,negative
2330,gagal login nya un instal instal tetep,negative
2331,aplikasi nya smoga cepet fungsi,negative
2332,gagal pas verifikasi udah ulang kali tp kode otp masuk tolong,negative
2333,gak login udah centang tuju gak opsi login ganti font kecilin ukur font ribet sih,negative
2334,download sertifikat vaksin,negative
2335,mmg kesel pakek aplikasi iniudah bener update g dibukasmp ngulang downloud berkaliternyata ukur huruf bru dibukabgi aplikasi centang tuju tdk didigesersilhkn ukur huruf atur trksh smg bantu,negative
2336,aplikasi gak d ya aplikasi henti,negative
2337,aplikasi nya susah buka sdh instal bbrp x tpi tida buka jga,negative
2338,gk buka,negative
2339,klik tuju terima syarat isi,negative
2340,kadang aplikasi stuck izin,negative
2341,vaksin tanda merah,negative
2342,sertifikat vaksinasi tdk lapor,negative
2343,tolong biar tombol tuju liat kecilin font,negative
2344,kasih bintang deh karna susah login nya,negative
2345,akun kadang tdk masuk ruang publik,negative
2346,halo kak kasih bintang pas daftar scroll mohon terima kasih,negative
2347,cek tulis vaksin sertifikat buka ya,negative
2348,error,negative
2349,vaksin tp buka yaa yg tulis periksa jdi unduh sertifikat vaksin,negative
2350,mohon centang geser ok,negative
2351,vaksin susah perantoan,negative
2352,nga muncul ni klau download mati aplikasi lokasi palsu bingun nya,negative
2353,jelek bgt aplikasi aplikasi kelas perintah gin error mulu parah ngerubah data aja susah bgt tolong cepat jgn anggar yg gede,negative
2354,ngak masuk ya,negative
2355,compatible android force close,negative
2356,alat baca barcode tampil tolong bantu,negative
2357,aplikasi gak masuk,negative
2358,susah buka akun,negative
2359,gk login ni tolong bantu ,negative
2360,kode verifikasi ga masuk sih,negative
2361,lumayanbuat org awam ribet akses ,negative
2362,tolong aplikasi kali buka kluar tulis lokasi trus tulis tutup aplikasi coba menit lg gimana mati lokasi udah ubek atur gk ketemu aplikasi gk d buka mohon bantu,negative
2363,kali scan error trusmohon,negative
2364,kode verifikasi muncul,negative
2365,istri yg vaksin muncul sertifikat nya,negative
2366,min gimana suami muncul srtifikat vaksin udah vaksin yg tulis laku vaksin gitu tolong,negative
2367,coba tinjau ulang penginputan tanggal mudah,negative
2368,gk sumpah cek sertifikat vaksin gk muncul muncul,negative
2369,ga lihat sertifikat vaksin status hijau vaksin lengkap mohon bantu,negative
2370,sertifikat vaksin muncul,negative
2371,aplikasi ny muas sertifikat vaksin blm smpe skrg aneh ny nyoba dihp laen pdahal hp sy oppo a,negative
2372,tingkat kualitas aplikasi jgn lot tinggal canggih sm aplikasi,negative
2373,aplikasi tolong update akun pasu akun orang tua lik hp canggih,negative
2374,udah vaksin ko luat sertifikat vaksinasi,negative
2375,tolong kt sdh vaksin klaim sertifikat dr aplikasi sdh tp pas scan barcode d mall merah cmn ksh liat sertifikat aja yg sdh d klaim,negative
2376,vaksin aplikasi sertifikat vaksin pas vaksin kasih bukti,negative
2377,captcha salah knp y kk,negative
2378,update aplikasi tulis aplikasi henti mohon bantu,negative
2379,ko gk masuk sih,negative
2380,habis update mlah gk dipaketiap scan barcode mlah aplikasi susah masuk kerjaansekarang pake aplikasi ,negative
2381,no hp simpan,negative
2382,paxin kali status kuning hijao,negative
2383,buka gabisa yaa,negative
2384,update lot mending mending versi,negative
2385,ga buka tlg bantuanya,negative
2386,gak,negative
2387,gak buka,negative
2388,vaksin tol sept sertifikat muat hp sy,negative
2389,lemah aplikasi android versi mohon daftar centang tanda accept isi option tuju scrooll hp registrasi kendala scrooll,negative
2390,pdulilindungi akurat uda vaksin pfizer sertifikat vaksin ga terima kasih tolong kalifikasi ulang app nya,negative
2391,muncul sertifikat,negative
2392,klik tuju,negative
2393,aplikasi bikin ribet,negative
2394,emm tolong desain aplikasi ngasih keluh yg hp yg layar inc apk g daftar akun tombol button g klik terimakasih kalua tindak tampil aplikasi by layar hp inc,negative
2395,gabisa verifikasi emailkemarin sih cuman lupa gak verifmau verif gmasuk masuk,negative
2396,tdk bantu sy nama org apk sy,negative
2397,kemeterian sehat hormat tolong mudah aplikasi beli hp beli laptop aplikasi buka fitur bahasa warga negara buka terimakasih,negative
2398,tolong mudah aplikasi peduli lindung tolong aktif hp gak komputer laptop oga pedulilindungiid cek ribetnya ribet banding gmail,negative
2399,sertifikat vaksin gak muncul muncul,negative
2400,susah masuk nya aplikasi pedulilindungi,negative
2401,ga log in ganti hp bingung nya,negative
2402,kali download masuk daftar nya susah tdk sinkron,negative
2403,parahaplikasinya,negative
2404,kadang kadang error lokasi,negative
2405,tolong sistem muter muter doang gk lihat sertivikat vaksinnyatolong ya,negative
2406,apliksi gak buka,negative
2407,aplikasi perdulilindungi tdk buka,negative
2408,ko ga buka ya,negative
2409,oppo a install centang syarat tuju menu lanjutanberhenti aplikasi yg aneh,negative
2410,aplikasi buka knp ya,negative
2411,hunggi ngak hubung,negative
2412,dpt buka aplikasi,negative
2413,aplikasi gak mutu ,negative
2414,akses sulit masuk,negative
2415,knapa ga bsa d buka om d mudah sulit aduuhhh oommm,negative
2416,tombol tuju gak,negative
2417,bintang arti puas aplikasi bikin pusing muakklo bkn kehrsan jgnkan download lihat aja muak,negative
2418,aplikasi ko eror sih gan,negative
2419,pake versi android gak buka ya update aplikasi gampang masuk gak sampei janji centang doang terimakasih,negative
2420,apl ak yg gk bsa buka,negative
2421,aplikasi y ko ga respon,negative
2422,aplikasi nya g bs k buka,negative
2423,vaksin muncul,negative
2424,sertifit vaksin muncul,negative
2425,knpa gak buka aplikasi tolong admin registrasi handphone layar inc kolom tuju,negative
2426,hp redmi s yg ram tidk aplikasi cuka sampe ceklis aja masuk data smpe scan barcode mohon bantu biar yg ram,negative
2427,hp nya tdk,negative
2428,vaksin sertifikat nya,negative
2429,ni gmna sih ko udah instal udah cklis stju tetp ga buka gmna lancar urus kerja an kaya gni tolong,negative
2430,susah masukin vaksin ,negative
2431,habis vaksin sertifikat instal,negative
2432,mohon ditindaklajuti aplikasi pas laku ceklis diplikasi muncul arah lanjutkanyaini hp,negative
2433,ah gagal aplikasi hp g scrooolapa hp nya jelek ,negative
2434,aplikasi pedulilindungi hp dukung hp sony e,negative
2435,lha knapa ga aktif lagiudah download ulang tetep ga gmana,negative
2436,masukun data cepat komputer lelet,negative
2437,knapa ya ga buka aplikasi nya daftartolong liatin aplikasi,negative
2438,gak bsa masukgmn ya ya biar bsa masuk,negative
2439,sy vaksin sertifikat blm luat,negative
2440,aplikasi nya kagak kebukatolong aplikasi aplikasi nya kek gin,negative
2441,udh vasin kali sertivikatnya gak mucul,negative
2442,halo pedulilindungi udah vaksin september sertifikat vaksin nya muncul ya pas kali kirain eror terimakasih,negative
2443,kode otp masuk masuk hp ya min mohon bantu  ,negative
2444,selamat siang nih aplikasi nggak muncul sperti aq scane halaman bijak syarat diupdate mohon penjelasannyamakasih trimakasih perhati saran laku eeech halaman nya muncul tulis    bikin mata parah mohon maaf komentar ganti hp ya   ,negative
2445,sulit buka downlod seetifikat,negative
2446,knapa aplikasi susah d buka,negative
2447,sertifikas tdk muncul,negative
2448,gk buka ya ,negative
2449,sertifikat gimana nih vaksin,negative
2450,ko skarang eror sih laku cekout cekout,negative
2451,aplikasi pedulilindung kenpa muncul aplikasi scan qr jdi bingung butuh masuk bekerjaaa,negative
2452,ga inatall,negative
2453,tdak daftar,negative
2454,vaksin nongol yg nongol yg yg gk muncul peak,negative
2455,ko ndak masuk,negative
2456,ga cek sertifikat vaksin ya,negative
2457,sertifikat vaksin download,negative
2458,sudh diupgrade versi gw ga msk in borcode mall kantor alas vaksin vaksin x,negative
2459,sertifikat vaksin munculpadahal laku suntik vaksin tgl november,negative
2460,orang disduk capil salah masuk tanggal lahir manualbikin sertifikat vaksin nyaseharus nya otomatis masuklink vaksin input data disduk capilsaya bingung online yadiketik yacopy paste aja kali pakbuk capiljadi data samasemoga masukantksh,negative
2461,ya suka ceck out,negative
2462,aplikasi pedulilindungi ko ga ya chekinsellalu tulis luarjanukon qr,negative
2463,sertifikat vaksin blm,negative
2464,gk muncul yha,negative
2465,aplikasi ngk buka samsung,negative
2466,knpa gk buka,negative
2467,susah buka aplikasi nya,negative
2468,mohon pedulilindungi karna login terang bijak privasi,negative
2469,layan gk bagus,negative
2470,aplikasi tdk   ,negative
2471,baharu aplikasi gak buka,negative
2472,hasil tes covid lihat,negative
2473,lelet sdh puluh kali kirim data pribadi biar sertifikat vaksin detik muncul,negative
2474,gak buka,negative
2475,no hp ganti gak bs timbul sertifikat nya,negative
2476,ko sertifikat tdk tampil ya,negative
2477,kode verifikasi masuk gmna solusi,negative
2478,lihat sertifikat,negative
2479,download daftar,negative
2480,kode verifikasi otp nya masuk masuk,negative
2481,x vaksin pas cek ko vaksin nya muncul ya,negative
2482,lihat sertifikat,negative
2483,blm update,negative
2484,ga didownload tunda tulis udah ruang yg kosong dihapetetap aja tunda mohon bantu  duluuu  alhamdulillah makasiih ya    bintang ditambahin   ,negative
2485,udah habis vaksin pusing mual hadehhh sertivikat gak gilaa nih aplikasi,negative
2486,sertifikat taksin masuk peduli lindung,negative
2487,gimana download sertifikat kali cek kosong n kali periksa status muncul tulis sertifikat klik aplikasi,negative
2488,sertifikat gk bsa buka aplikasi udah vaksin kali,negative
2489,tdk lelet,negative
2490,dah vaksin ko srtivikat nya gk kluar,negative
2491,sertifikat vaksin dosis muncul udah vaksin dosis,negative
2492,buka aplikasi initidak kartusertifikat vaksin yg caritlong kasih solusi,negative
2493,ko sertifikat vaksin st blm st sdah vaksin kali,negative
2494,masuk,negative
2495,sertifikat vaksin hilang verifikasi ulang kesel dh,negative
2496,gak nyambung gak conect note ku,negative
2497,mohon perbaikin suka human eror,negative
2498,kadang lot,negative
2499,apl hancur ga sial,negative
